,id,title,overview,release_date,popularity,vote_average,vote_count,adult
105,62565,,"Takeo Godau is a giant guy with a giant heart. Too bad the girls don't want him! (They always go for his good-looking best friend, Makoto Sunakawa.) Used to being on the sidelines, Takeo simply stands tall and accepts his fate. But one day when he saves a girl named Rinko Yamato from a harasser on the train, his (love!) life suddenly takes an incredible turn! Takeo can hardly believe it when he crosses paths with Rinko again, and he finds himself falling in love with her... But with handsome Suna around, does Takeo even stand a chance?",,73.807,8.533,335,False
106,90447,,"When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.",,66.241,8.532,492,False
107,67075,,"Shigeo Kageyama, a.k.a. ""Mob,"" is a boy who has trouble expressing himself, but who happens to be a powerful esper. Mob is determined to live a normal life and keeps his ESP suppressed, but when his emotions surge to a level of 100%, something terrible happens to him! As he's surrounded by false espers, evil spirits, and mysterious organizations, what will Mob think? What choices will he make?",,112.785,8.532,1008,False
108,79732,,"In this reboot of the '80s series, a magic sword transforms an orphan girl into warrior She-Ra, who unites a rebellion to fight against evil.",,81.682,8.531,698,False
109,40143,,"Asakura Yoh is a shaman, a person who communicates with ghosts. He enters the Shaman Fight, for whoever wins the tournament gets to commune with the Great Spirit, God . . . that and his fiance Anna wants to be the wife of the Shaman King. Helping him are his friends Manta, Horo Horo, Ryu, and his samurai ghost partner, Amidamaru.",,83.442,8.5,383,False
110,43,,"Chilean television show which takes the form of a mock news broadcast, and is fronted by puppets who present various items.",,36.953,8.5,305,False
111,93019,,"Kisaragi Amatsuyu is invited out alone by the cool beauty upperclassman Cosmos and his childhood friend Himawari. Expecting to hear their confessions, he triumphantly goes to meet each of them in turn. But Cosmos and Himawari both instead confess to Amatsuyu that they like his friend. Amatsuyu fights this lonely battle, but there is another girl who is looking at him. She is a gloomy girl with glasses and braids. Amatsuyu finds that he hates her, because she's always turning her sharp tongue only on him and finding enjoyment in his troubles. But it turns out that she's the only one who actually does like him.",,77.663,8.527,260,False
112,30991,,"In 2071, roughly fifty years after an accident with a hyperspace gateway made the Earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the Solar System. Amid a rising crime rate, the Inter Solar System Police (ISSP) set up a legalized contract system, in which registered bounty hunters, also referred to as ""Cowboys"", chase criminals and bring them in alive in return for a reward.",,217.002,8.526,1454,False
113,19885,,A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.,,542.399,8.526,4950,False
114,87432,,"Nariyuki Yuiga is in his last and most painful year of high school. In order to gain the “special VIP recommendation” which would grant him a full scholarship to college, he must now tutor his classmates as they struggle to prepare for entrance exams.

Among his pupils are “the sleeping beauty of the literary forest,” Fumino Furuhashi, and “the Thumbelina supercomputer,” Rizu Ogata–two of the most beautiful super-geniuses at the school! While these two were thought to be academically flawless, it turns out that they’re completely clueless outside of their pet subjects…!?

As Nariyuki’s life is turned upside down by these quirky girls who just never learn, he must do everything he can to get them accepted into college! The stage is set for this romantic comedy featuring prodigies who never learn when it comes to studying and love!",,65.237,8.5,237,False
115,1044,,"David Attenborough celebrates the amazing variety of the natural world in this epic documentary series, filmed over four years across 64 different countries.",,63.21,8.5,989,False
116,2098,,"Vowing to avenge the murder of his parents, Bruce Wayne devotes his life to wiping out crime in Gotham City as the masked vigilante ""Batman"".",,385.159,8.523,1474,False
117,32118,,"Generator Rex, an average teenager with the ability to turn his body into amazing machines, helps the secret organization Providence save the world from the nanite threat and dangerous EVO monsters.",,208.707,8.5,339,False
118,28136,,"The Meiji Era was one of great renewal for Japan, where swords and killing were outlawed. However, many survivors from the time of Revolution still live, lurking in the shadows and waiting for a chance to use their killing blades again. Only Kenshin Himura, formerly one of the most brutal of killers, hopes to keep his swordsman's honor and still live in the new era.",,238.776,8.5,699,False
119,83880,,Experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope.,,42.493,8.519,311,False
120,70637,,"The Alzano Imperial Magic Academy is located in the southern part of the Alzano Empire and is among most prominent magic schools in the world, where students can learn the highest forms of magic. All those who strive to learn magic dream of studying at this academy, and its students as well as its teachers are proud to be a part of its 400-year history. Glenn Radars is a new instructor who has suddenly been appointed to teach part-time at this highly respected academy. The previously unheard-of lessons of this man known as a good-for-nothing bastard are about to begin.",,81.975,8.5,532,False
121,90937,,"In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst.",,131.392,8.518,1055,False
122,86836,,"Ichiro Sato is about as average as a student can get... except for his above-average ability to land himself in totally awkward, intensely risqué situations with his no-nonsense teacher, Kana Kojima! Ichiro has his hands full dealing with these steamy shenanigans and unexpected encounters in the most unlikely places. At least it can’t get any worse, right?",,42.341,8.5,636,False
123,35753,,"Louise Françoise Le Blanc de La Vallière’s name is so long and her spell-casting skills are so poor that everyone at the Tristain Academy of Magic just calls her “Louise the Zero.” Louise’s humiliation only increases during an important second year test, she inexplicably summons Hiraga Saito, a totally normal teenager from Tokyo. Now she’s stuck with him and Saito’s stuck with the lousy life of being a familiar.",,84.074,8.5,545,False
